Time (ms)	Sweep 1	Sweep 2	Sweep 3	Sweep 4	Sweep 5	Sweep 6	Sweep 7	Sweep 8	Sweep 9	Sweep 10	Sweep 11
12.693	62.11799	62.10051	62.08531	62.07291	62.06337	62.05638	62.05147	62.04813	62.04592	62.04449	62.04357
12.694	62.11807	62.1006	62.08541	62.07302	62.06348	62.0565	62.05159	62.04825	62.04604	62.04461	62.04369
12.695	62.11815	62.10069	62.0855	62.07312	62.06359	62.05661	62.0517	62.04837	62.04616	62.04472	62.04381
12.696	62.11823	62.10078	62.0856	62.07322	62.06369	62.05672	62.05182	62.04848	62.04628	62.04484	62.04393
12.697	62.1183	62.10086	62.0857	62.07332	62.0638	62.05683	62.05193	62.0486	62.04639	62.04496	62.04405
12.698	62.11838	62.10095	62.08579	62.07343	62.06391	62.05694	62.05205	62.04872	62.04651	62.04508	62.04417
12.699	62.11846	62.10104	62.08589	62.07353	62.06402	62.05706	62.05216	62.04884	62.04663	62.0452	62.04428
12.7	62.11853	62.10112	62.08598	62.07363	62.06413	62.05717	62.05228	62.04895	62.04675	62.04532	62.0444
12.701	62.11861	62.10121	62.08608	62.07373	62.06424	62.05728	62.05239	62.04907	62.04687	62.04544	62.04452
12.702	62.11869	62.1013	62.08617	62.07384	62.06434	62.05739	62.05251	62.04918	62.04698	62.04556	62.04464
12.703	62.11877	62.10139	62.08627	62.07394	62.06445	62.0575	62.05262	62.0493	62.0471	62.04567	62.04476
12.704	62.11884	62.10147	62.08636	62.07404	62.06456	62.05761	62.05273	62.04942	62.04722	62.04579	62.04488
12.705	62.11892	62.10156	62.08646	62.07414	62.06467	62.05772	62.05285	62.04953	62.04734	62.04591	62.045
12.706	62.119	62.10165	62.08656	62.07425	62.06477	62.05783	62.05296	62.04965	62.04745	62.04603	62.04512
12.707	62.11908	62.10173	62.08665	62.07435	62.06488	62.05795	62.05308	62.04976	62.04757	62.04615	62.04523
12.708	62.11915	62.10182	62.08675	62.07445	62.06499	62.05806	62.05319	62.04988	62.04769	62.04626	62.04535
12.709	62.11923	62.10191	62.08684	62.07455	62.06509	62.05817	62.0533	62.05	62.04781	62.04638	62.04547
12.71	62.1193	62.10199	62.08694	62.07465	62.0652	62.05828	62.05342	62.05011	62.04792	62.0465	62.04559
12.711	62.11938	62.10208	62.08703	62.07476	62.06531	62.05839	62.05353	62.05023	62.04804	62.04662	62.04571
12.712	62.11946	62.10217	62.08713	62.07486	62.06542	62.0585	62.05365	62.05034	62.04816	62.04673	62.04583
12.713	62.11954	62.10225	62.08722	62.07496	62.06553	62.05861	62.05376	62.05046	62.04827	62.04685	62.04594
12.714	62.11961	62.10234	62.08732	62.07506	62.06563	62.05873	62.05387	62.05058	62.04839	62.04697	62.04606
12.715	62.11969	62.10243	62.08741	62.07516	62.06574	62.05884	62.05399	62.05069	62.0485	62.04709	62.04618
12.716	62.11977	62.10251	62.08751	62.07526	62.06585	62.05895	62.0541	62.0508	62.04862	62.0472	62.0463
12.717	62.11984	62.1026	62.0876	62.07537	62.06595	62.05906	62.05421	62.05092	62.04874	62.04732	62.04642
12.718	62.11992	62.10269	62.0877	62.07547	62.06606	62.05917	62.05433	62.05104	62.04885	62.04744	62.04654
12.719	62.12	62.10277	62.08779	62.07557	62.06617	62.05928	62.05444	62.05115	62.04897	62.04756	62.04665
12.72	62.12007	62.10286	62.08789	62.07567	62.06627	62.05939	62.05455	62.05127	62.04909	62.04767	62.04677
12.721	62.12015	62.10294	62.08798	62.07577	62.06638	62.0595	62.05467	62.05138	62.04921	62.04779	62.04689
12.722	62.12022	62.10303	62.08807	62.07587	62.06649	62.05961	62.05478	62.05149	62.04932	62.04791	62.047
12.723	62.1203	62.10312	62.08817	62.07598	62.06659	62.05972	62.05489	62.05161	62.04943	62.04802	62.04712
12.724	62.12038	62.1032	62.08826	62.07608	62.0667	62.05983	62.05501	62.05173	62.04955	62.04814	62.04724
12.725	62.12046	62.10329	62.08836	62.07618	62.0668	62.05994	62.05512	62.05184	62.04967	62.04826	62.04736
12.726	62.12053	62.10337	62.08845	62.07628	62.06691	62.06005	62.05523	62.05196	62.04979	62.04837	62.04747
12.727	62.12061	62.10346	62.08855	62.07638	62.06702	62.06016	62.05534	62.05207	62.0499	62.04849	62.04759
12.728	62.12068	62.10355	62.08864	62.07648	62.06712	62.06027	62.05546	62.05219	62.05001	62.04861	62.04771
12.729	62.12076	62.10363	62.08873	62.07658	62.06723	62.06038	62.05557	62.0523	62.05013	62.04873	62.04782
12.73	62.12083	62.10372	62.08883	62.07668	62.06734	62.06049	62.05568	62.05241	62.05025	62.04884	62.04794
12.731	62.12091	62.1038	62.08892	62.07678	62.06744	62.0606	62.0558	62.05253	62.05036	62.04896	62.04806
12.732	62.12099	62.10389	62.08902	62.07689	62.06755	62.06071	62.05591	62.05264	62.05048	62.04908	62.04818
12.733	62.12106	62.10397	62.08911	62.07698	62.06765	62.06082	62.05602	62.05276	62.05059	62.04919	62.04829
12.734	62.12114	62.10406	62.0892	62.07709	62.06776	62.06093	62.05613	62.05287	62.05071	62.04931	62.04841
12.735	62.12122	62.10415	62.0893	62.07719	62.06787	62.06104	62.05625	62.05299	62.05083	62.04942	62.04853
12.736	62.12129	62.10423	62.08939	62.07729	62.06797	62.06115	62.05636	62.0531	62.05094	62.04954	62.04865
12.737	62.12137	62.10432	62.08949	62.07739	62.06808	62.06126	62.05647	62.05322	62.05106	62.04966	62.04876
12.738	62.12144	62.1044	62.08958	62.07749	62.06818	62.06137	62.05658	62.05333	62.05117	62.04977	62.04888
12.739	62.12152	62.10449	62.08967	62.07759	62.06829	62.06148	62.05669	62.05344	62.05128	62.04989	62.04899
12.74	62.12159	62.10457	62.08977	62.07769	62.06839	62.06159	62.05681	62.05355	62.0514	62.05	62.04911
12.741	62.12167	62.10466	62.08986	62.07779	62.0685	62.0617	62.05692	62.05367	62.05152	62.05012	62.04922
12.742	62.12175	62.10474	62.08995	62.07789	62.0686	62.06181	62.05703	62.05378	62.05163	62.05024	62.04934
12.743	62.12182	62.10483	62.09005	62.07799	62.06871	62.06192	62.05714	62.0539	62.05175	62.05035	62.04946
12.744	62.12189	62.10491	62.09014	62.07809	62.06882	62.06203	62.05725	62.05401	62.05186	62.05046	62.04958
12.745	62.12197	62.105	62.09023	62.07819	62.06892	62.06213	62.05737	62.05412	62.05198	62.05058	62.04969
12.746	62.12205	62.10508	62.09032	62.07829	62.06903	62.06224	62.05748	62.05424	62.05209	62.0507	62.0498
12.747	62.12212	62.10517	62.09042	62.07839	62.06913	62.06235	62.05759	62.05435	62.0522	62.05081	62.04992
12.748	62.1222	62.10525	62.09051	62.07849	62.06924	62.06246	62.0577	62.05446	62.05232	62.05093	62.05004
12.749	62.12227	62.10534	62.09061	62.07859	62.06934	62.06257	62.05781	62.05458	62.05243	62.05104	62.05016
12.75	62.12235	62.10542	62.0907	62.07869	62.06945	62.06268	62.05792	62.05469	62.05255	62.05116	62.05027
12.751	62.12243	62.10551	62.09079	62.07879	62.06955	62.06279	62.05803	62.0548	62.05266	62.05127	62.05038
12.752	62.1225	62.10559	62.09089	62.07889	62.06966	62.0629	62.05815	62.05492	62.05278	62.05139	62.0505
12.753	62.12257	62.10567	62.09098	62.07899	62.06976	62.063	62.05826	62.05503	62.05289	62.0515	62.05062
12.754	62.12265	62.10576	62.09107	62.07909	62.06987	62.06311	62.05837	62.05514	62.05301	62.05162	62.05073
12.755	62.12272	62.10584	62.09116	62.07919	62.06997	62.06322	62.05848	62.05526	62.05312	62.05173	62.05085
12.756	62.1228	62.10593	62.09126	62.07928	62.07008	62.06333	62.05859	62.05537	62.05323	62.05185	62.05096
12.757	62.12288	62.10601	62.09135	62.07938	62.07018	62.06344	62.0587	62.05548	62.05335	62.05196	62.05108
12.758	62.12295	62.1061	62.09144	62.07948	62.07028	62.06355	62.05881	62.0556	62.05346	62.05208	62.05119
12.759	62.12302	62.10618	62.09153	62.07958	62.07039	62.06366	62.05892	62.05571	62.05357	62.05219	62.05131
12.76	62.1231	62.10627	62.09163	62.07968	62.07049	62.06376	62.05903	62.05582	62.05369	62.05231	62.05142
12.761	62.12317	62.10635	62.09172	62.07978	62.07059	62.06387	62.05914	62.05593	62.0538	62.05242	62.05154
12.762	62.12325	62.10643	62.09181	62.07988	62.0707	62.06398	62.05925	62.05605	62.05392	62.05254	62.05165
12.763	62.12332	62.10652	62.0919	62.07998	62.0708	62.06409	62.05936	62.05616	62.05403	62.05265	62.05177
12.764	62.1234	62.1066	62.092	62.08008	62.07091	62.06419	62.05947	62.05627	62.05414	62.05276	62.05188
12.765	62.12347	62.10669	62.09209	62.08018	62.07101	62.0643	62.05959	62.05638	62.05426	62.05288	62.052
12.766	62.12355	62.10677	62.09218	62.08028	62.07112	62.06441	62.0597	62.05649	62.05437	62.05299	62.05211
12.767	62.12362	62.10685	62.09227	62.08038	62.07122	62.06452	62.05981	62.05661	62.05449	62.05311	62.05223
12.768	62.1237	62.10694	62.09236	62.08047	62.07132	62.06462	62.05992	62.05672	62.0546	62.05322	62.05234
12.769	62.12377	62.10702	62.09246	62.08057	62.07143	62.06473	62.06003	62.05683	62.05471	62.05333	62.05246
12.77	62.12384	62.10711	62.09255	62.08067	62.07153	62.06484	62.06014	62.05694	62.05482	62.05345	62.05257
12.771	62.12392	62.10719	62.09264	62.08077	62.07164	62.06495	62.06025	62.05705	62.05494	62.05356	62.05268
12.772	62.12399	62.10727	62.09273	62.08087	62.07174	62.06506	62.06036	62.05717	62.05505	62.05368	62.0528
12.773	62.12407	62.10736	62.09282	62.08097	62.07184	62.06516	62.06047	62.05728	62.05516	62.05379	62.05291
12.774	62.12414	62.10744	62.09291	62.08107	62.07195	62.06527	62.06058	62.05739	62.05527	62.05391	62.05303
12.775	62.12421	62.10752	62.09301	62.08117	62.07205	62.06538	62.06069	62.0575	62.05539	62.05402	62.05314
12.776	62.12429	62.10761	62.0931	62.08126	62.07215	62.06548	62.0608	62.05761	62.0555	62.05413	62.05326
12.777	62.12436	62.10769	62.09319	62.08136	62.07226	62.06559	62.06091	62.05772	62.05561	62.05424	62.05337
12.778	62.12444	62.10777	62.09328	62.08146	62.07236	62.0657	62.06102	62.05783	62.05573	62.05436	62.05348
12.779	62.12451	62.10786	62.09337	62.08156	62.07246	62.06581	62.06113	62.05795	62.05584	62.05447	62.0536
12.78	62.12458	62.10794	62.09346	62.08165	62.07257	62.06591	62.06124	62.05806	62.05595	62.05458	62.05371
12.781	62.12466	62.10802	62.09356	62.08175	62.07267	62.06602	62.06135	62.05817	62.05606	62.0547	62.05383
12.782	62.12473	62.10811	62.09365	62.08185	62.07277	62.06613	62.06145	62.05828	62.05618	62.05481	62.05394
12.783	62.12481	62.10819	62.09374	62.08195	62.07288	62.06623	62.06157	62.05839	62.05629	62.05492	62.05405
12.784	62.12488	62.10827	62.09383	62.08205	62.07298	62.06634	62.06168	62.0585	62.0564	62.05504	62.05416
12.785	62.12495	62.10836	62.09392	62.08215	62.07308	62.06644	62.06178	62.05861	62.05651	62.05515	62.05428
12.786	62.12503	62.10844	62.09401	62.08224	62.07318	62.06655	62.06189	62.05872	62.05663	62.05526	62.05439
12.787	62.1251	62.10852	62.0941	62.08234	62.07329	62.06666	62.062	62.05883	62.05674	62.05537	62.0545
12.788	62.12518	62.1086	62.09419	62.08244	62.07339	62.06676	62.06211	62.05894	62.05685	62.05549	62.05462
12.789	62.12525	62.10869	62.09428	62.08253	62.07349	62.06687	62.06222	62.05906	62.05696	62.0556	62.05473
12.79	62.12532	62.10877	62.09438	62.08263	62.0736	62.06698	62.06233	62.05917	62.05707	62.05571	62.05484
12.791	62.1254	62.10886	62.09447	62.08273	62.0737	62.06709	62.06244	62.05928	62.05719	62.05582	62.05496
12.792	62.12547	62.10894	62.09456	62.08283	62.0738	62.06719	62.06255	62.05939	62.0573	62.05594	62.05507
12.793	62.12554	62.10902	62.09465	62.08292	62.0739	62.0673	62.06266	62.0595	62.05741	62.05605	62.05518
12.794	62.12562	62.1091	62.09474	62.08302	62.07401	62.0674	62.06276	62.05961	62.05752	62.05616	62.0553
12.795	62.12569	62.10918	62.09483	62.08312	62.07411	62.06751	62.06287	62.05972	62.05763	62.05627	62.05541
12.796	62.12576	62.10927	62.09492	62.08322	62.07421	62.06762	62.06298	62.05983	62.05774	62.05639	62.05552
12.797	62.12584	62.10935	62.09501	62.08331	62.07431	62.06772	62.06309	62.05994	62.05785	62.0565	62.05563
12.798	62.12591	62.10943	62.0951	62.08341	62.07441	62.06783	62.0632	62.06005	62.05796	62.05661	62.05575
12.799	62.12598	62.10952	62.09519	62.08351	62.07452	62.06793	62.0633	62.06016	62.05808	62.05672	62.05586
12.8	62.12606	62.1096	62.09528	62.08361	62.07462	62.06804	62.06342	62.06027	62.05819	62.05684	62.05597
12.801	62.12613	62.10968	62.09537	62.0837	62.07472	62.06815	62.06352	62.06038	62.0583	62.05695	62.05608
12.802	62.1262	62.10976	62.09546	62.0838	62.07482	62.06825	62.06363	62.06049	62.05841	62.05706	62.0562
12.803	62.12627	62.10984	62.09555	62.0839	62.07492	62.06836	62.06374	62.0606	62.05852	62.05717	62.05631
12.804	62.12635	62.10993	62.09564	62.08399	62.07503	62.06846	62.06385	62.06071	62.05863	62.05729	62.05642
12.805	62.12642	62.11001	62.09573	62.08409	62.07513	62.06857	62.06396	62.06082	62.05874	62.0574	62.05653
12.806	62.1265	62.11009	62.09583	62.08419	62.07523	62.06867	62.06406	62.06093	62.05885	62.05751	62.05664
12.807	62.12657	62.11017	62.09591	62.08428	62.07533	62.06878	62.06417	62.06104	62.05896	62.05762	62.05676
12.808	62.12664	62.11026	62.096	62.08438	62.07543	62.06888	62.06428	62.06115	62.05908	62.05773	62.05687
12.809	62.12671	62.11034	62.09609	62.08448	62.07553	62.06899	62.06439	62.06126	62.05919	62.05784	62.05698
12.81	62.12679	62.11042	62.09618	62.08457	62.07563	62.06909	62.0645	62.06137	62.0593	62.05795	62.05709
12.811	62.12686	62.1105	62.09628	62.08467	62.07574	62.0692	62.0646	62.06148	62.05941	62.05806	62.05721
12.812	62.12693	62.11058	62.09636	62.08477	62.07584	62.0693	62.06471	62.06159	62.05952	62.05817	62.05732
12.813	62.127	62.11066	62.09645	62.08486	62.07594	62.06941	62.06482	62.0617	62.05963	62.05829	62.05743
12.814	62.12708	62.11075	62.09654	62.08496	62.07604	62.06951	62.06493	62.06181	62.05974	62.0584	62.05754
12.815	62.12715	62.11083	62.09663	62.08505	62.07614	62.06962	62.06503	62.06192	62.05985	62.05851	62.05765
12.816	62.12722	62.11091	62.09672	62.08515	62.07624	62.06972	62.06514	62.06202	62.05996	62.05862	62.05777
12.817	62.12729	62.11099	62.09681	62.08525	62.07634	62.06983	62.06525	62.06213	62.06007	62.05873	62.05788
12.818	62.12737	62.11107	62.0969	62.08534	62.07645	62.06993	62.06535	62.06224	62.06018	62.05884	62.05799
12.819	62.12744	62.11116	62.09699	62.08544	62.07655	62.07004	62.06546	62.06235	62.06029	62.05895	62.0581
12.82	62.12751	62.11124	62.09708	62.08553	62.07665	62.07014	62.06557	62.06246	62.0604	62.05906	62.05821
12.821	62.12758	62.11132	62.09717	62.08563	62.07675	62.07024	62.06567	62.06257	62.06051	62.05917	62.05832
12.822	62.12766	62.1114	62.09726	62.08572	62.07685	62.07035	62.06578	62.06268	62.06062	62.05928	62.05843
12.823	62.12773	62.11148	62.09735	62.08582	62.07695	62.07045	62.06589	62.06279	62.06073	62.05939	62.05854
12.824	62.1278	62.11156	62.09744	62.08592	62.07705	62.07056	62.066	62.0629	62.06084	62.05951	62.05865
12.825	62.12787	62.11164	62.09753	62.08601	62.07715	62.07066	62.0661	62.063	62.06095	62.05962	62.05877
12.826	62.12794	62.11172	62.09761	62.08611	62.07725	62.07077	62.06621	62.06311	62.06106	62.05973	62.05888
12.827	62.12802	62.1118	62.09771	62.0862	62.07735	62.07087	62.06632	62.06322	62.06117	62.05984	62.05899
12.828	62.12809	62.11189	62.09779	62.0863	62.07745	62.07098	62.06642	62.06333	62.06128	62.05995	62.0591
12.829	62.12816	62.11197	62.09788	62.0864	62.07755	62.07108	62.06653	62.06344	62.06139	62.06006	62.05921
12.83	62.12823	62.11205	62.09797	62.08649	62.07765	62.07118	62.06664	62.06355	62.0615	62.06017	62.05932
12.831	62.1283	62.11213	62.09806	62.08659	62.07775	62.07129	62.06674	62.06365	62.06161	62.06028	62.05943
12.832	62.12838	62.11221	62.09815	62.08668	62.07785	62.07139	62.06685	62.06376	62.06171	62.06039	62.05954
12.833	62.12845	62.11229	62.09824	62.08678	62.07795	62.0715	62.06696	62.06387	62.06182	62.0605	62.05965
12.834	62.12852	62.11237	62.09833	62.08687	62.07805	62.0716	62.06706	62.06398	62.06194	62.06061	62.05976
12.835	62.12859	62.11245	62.09842	62.08697	62.07816	62.0717	62.06717	62.06409	62.06204	62.06072	62.05987
12.836	62.12866	62.11253	62.0985	62.08706	62.07825	62.0718	62.06728	62.06419	62.06215	62.06083	62.05998
12.837	62.12873	62.11261	62.09859	62.08715	62.07835	62.07191	62.06738	62.0643	62.06226	62.06094	62.06009
12.838	62.12881	62.11269	62.09868	62.08725	62.07845	62.07201	62.06749	62.06441	62.06237	62.06105	62.0602
12.839	62.12888	62.11277	62.09877	62.08735	62.07855	62.07212	62.06759	62.06452	62.06248	62.06116	62.06031
12.84	62.12895	62.11286	62.09886	62.08744	62.07865	62.07222	62.0677	62.06462	62.06259	62.06127	62.06042
12.841	62.12902	62.11294	62.09895	62.08754	62.07875	62.07232	62.0678	62.06473	62.0627	62.06137	62.06053
12.842	62.12909	62.11302	62.09903	62.08763	62.07885	62.07243	62.06791	62.06484	62.06281	62.06149	62.06064
12.843	62.12916	62.1131	62.09912	62.08773	62.07895	62.07253	62.06802	62.06495	62.06292	62.0616	62.06075
12.844	62.12923	62.11318	62.09921	62.08782	62.07905	62.07263	62.06812	62.06506	62.06302	62.0617	62.06086
12.845	62.12931	62.11326	62.0993	62.08791	62.07915	62.07273	62.06823	62.06516	62.06313	62.06181	62.06097
12.846	62.12938	62.11334	62.09939	62.08801	62.07925	62.07284	62.06833	62.06527	62.06324	62.06192	62.06108
12.847	62.12945	62.11342	62.09948	62.0881	62.07935	62.07294	62.06844	62.06538	62.06335	62.06203	62.06119
12.848	62.12952	62.1135	62.09956	62.0882	62.07945	62.07304	62.06854	62.06548	62.06346	62.06214	62.0613
12.849	62.12959	62.11358	62.09965	62.08829	62.07955	62.07315	62.06865	62.06559	62.06356	62.06225	62.06141
12.85	62.12966	62.11366	62.09974	62.08839	62.07965	62.07325	62.06876	62.0657	62.06367	62.06236	62.06152
12.851	62.12973	62.11374	62.09983	62.08848	62.07975	62.07335	62.06886	62.0658	62.06378	62.06247	62.06163
12.852	62.1298	62.11382	62.09991	62.08857	62.07985	62.07346	62.06897	62.06591	62.06389	62.06258	62.06174
12.853	62.12988	62.1139	62.1	62.08867	62.07994	62.07356	62.06907	62.06602	62.064	62.06268	62.06184
12.854	62.12995	62.11398	62.10009	62.08876	62.08004	62.07366	62.06918	62.06612	62.06411	62.06279	62.06195
12.855	62.13002	62.11406	62.10018	62.08886	62.08014	62.07376	62.06928	62.06623	62.06421	62.0629	62.06207
12.856	62.13009	62.11414	62.10027	62.08895	62.08024	62.07386	62.06939	62.06634	62.06432	62.06301	62.06217
12.857	62.13016	62.11422	62.10035	62.08905	62.08034	62.07397	62.06949	62.06644	62.06443	62.06312	62.06228
12.858	62.13023	62.1143	62.10044	62.08914	62.08044	62.07407	62.0696	62.06655	62.06454	62.06323	62.06239
12.859	62.1303	62.11438	62.10053	62.08923	62.08054	62.07417	62.0697	62.06666	62.06464	62.06334	62.0625
12.86	62.13037	62.11446	62.10062	62.08932	62.08064	62.07428	62.06981	62.06676	62.06475	62.06344	62.06261
12.861	62.13044	62.11454	62.1007	62.08942	62.08073	62.07438	62.06991	62.06687	62.06486	62.06355	62.06272
12.862	62.13051	62.11462	62.10079	62.08951	62.08083	62.07448	62.07001	62.06698	62.06496	62.06366	62.06282
12.863	62.13058	62.1147	62.10088	62.08961	62.08093	62.07458	62.07012	62.06709	62.06507	62.06377	62.06293
12.864	62.13065	62.11478	62.10097	62.0897	62.08103	62.07468	62.07022	62.06719	62.06518	62.06388	62.06304
12.865	62.13072	62.11486	62.10105	62.08979	62.08113	62.07478	62.07033	62.0673	62.06529	62.06398	62.06315
12.866	62.13079	62.11493	62.10114	62.08989	62.08123	62.07489	62.07043	62.0674	62.0654	62.06409	62.06326
12.867	62.13086	62.11501	62.10123	62.08998	62.08133	62.07499	62.07054	62.06751	62.0655	62.0642	62.06337
12.868	62.13094	62.11509	62.10131	62.09007	62.08142	62.07509	62.07064	62.06762	62.06561	62.06431	62.06348
12.869	62.131	62.11517	62.1014	62.09017	62.08152	62.07519	62.07074	62.06772	62.06572	62.06441	62.06358
12.87	62.13108	62.11525	62.10149	62.09026	62.08162	62.07529	62.07085	62.06783	62.06582	62.06452	62.06369
12.871	62.13115	62.11533	62.10157	62.09035	62.08172	62.07539	62.07095	62.06793	62.06593	62.06463	62.0638
12.872	62.13122	62.11541	62.10166	62.09045	62.08182	62.0755	62.07106	62.06804	62.06604	62.06474	62.06391
12.873	62.13129	62.11549	62.10175	62.09054	62.08191	62.0756	62.07116	62.06814	62.06614	62.06485	62.06402
12.874	62.13136	62.11557	62.10184	62.09063	62.08201	62.0757	62.07127	62.06825	62.06625	62.06495	62.06413
12.875	62.13143	62.11565	62.10192	62.09072	62.08211	62.0758	62.07137	62.06836	62.06636	62.06506	62.06423
12.876	62.1315	62.11573	62.10201	62.09082	62.08221	62.0759	62.07147	62.06846	62.06646	62.06517	62.06434
12.877	62.13157	62.11581	62.1021	62.09091	62.08231	62.076	62.07158	62.06857	62.06657	62.06528	62.06445
12.878	62.13164	62.11588	62.10218	62.091	62.08241	62.0761	62.07168	62.06867	62.06668	62.06538	62.06456
12.879	62.13171	62.11596	62.10227	62.0911	62.0825	62.07621	62.07178	62.06878	62.06678	62.06549	62.06466
12.88	62.13178	62.11604	62.10236	62.09119	62.0826	62.07631	62.07189	62.06888	62.06689	62.0656	62.06477
12.881	62.13185	62.11612	62.10244	62.09128	62.0827	62.07641	62.07199	62.06898	62.067	62.0657	62.06488
12.882	62.13192	62.1162	62.10253	62.09138	62.08279	62.07651	62.07209	62.06909	62.0671	62.06581	62.06499
12.883	62.13198	62.11628	62.10262	62.09147	62.08289	62.07661	62.0722	62.06919	62.06721	62.06592	62.06509
12.884	62.13206	62.11636	62.1027	62.09156	62.08299	62.07671	62.0723	62.0693	62.06731	62.06602	62.0652
12.885	62.13213	62.11644	62.10279	62.09165	62.08308	62.07681	62.0724	62.0694	62.06742	62.06613	62.06531
12.886	62.13219	62.11651	62.10287	62.09175	62.08318	62.07691	62.07251	62.06951	62.06753	62.06624	62.06541
12.887	62.13227	62.11659	62.10296	62.09184	62.08328	62.07701	62.07261	62.06961	62.06763	62.06635	62.06552
12.888	62.13234	62.11667	62.10305	62.09193	62.08338	62.07711	62.07271	62.06972	62.06774	62.06645	62.06563
12.889	62.1324	62.11675	62.10313	62.09202	62.08347	62.07721	62.07281	62.06982	62.06784	62.06656	62.06573
12.89	62.13247	62.11683	62.10322	62.09211	62.08357	62.07732	62.07292	62.06993	62.06795	62.06667	62.06584
12.891	62.13255	62.11691	62.1033	62.09221	62.08367	62.07742	62.07302	62.07003	62.06805	62.06677	62.06595
12.892	62.13261	62.11699	62.10339	62.0923	62.08376	62.07751	62.07312	62.07014	62.06816	62.06688	62.06606
12.893	62.13268	62.11706	62.10347	62.09239	62.08386	62.07762	62.07323	62.07024	62.06827	62.06698	62.06617
12.894	62.13275	62.11714	62.10356	62.09248	62.08396	62.07772	62.07333	62.07035	62.06837	62.06709	62.06627
12.895	62.13282	62.11722	62.10365	62.09258	62.08406	62.07782	62.07343	62.07045	62.06848	62.0672	62.06638
12.896	62.13289	62.11729	62.10373	62.09267	62.08415	62.07792	62.07354	62.07056	62.06858	62.0673	62.06648
12.897	62.13296	62.11737	62.10382	62.09276	62.08425	62.07802	62.07364	62.07066	62.06869	62.06741	62.06659
12.898	62.13303	62.11745	62.1039	62.09285	62.08435	62.07812	62.07374	62.07077	62.06879	62.06752	62.0667
12.899	62.1331	62.11753	62.10399	62.09294	62.08444	62.07822	62.07384	62.07087	62.0689	62.06762	62.0668
12.9	62.13317	62.11761	62.10407	62.09303	62.08454	62.07832	62.07394	62.07097	62.069	62.06773	62.06691
12.901	62.13324	62.11769	62.10416	62.09312	62.08463	62.07842	62.07405	62.07108	62.06911	62.06783	62.06702
12.902	62.1333	62.11776	62.10424	62.09322	62.08473	62.07852	62.07415	62.07118	62.06921	62.06794	62.06712
12.903	62.13337	62.11784	62.10433	62.09331	62.08483	62.07862	62.07425	62.07129	62.06932	62.06804	62.06723
12.904	62.13344	62.11792	62.10442	62.0934	62.08492	62.07872	62.07436	62.07139	62.06942	62.06815	62.06733
12.905	62.13351	62.118	62.1045	62.09349	62.08502	62.07882	62.07446	62.0715	62.06953	62.06826	62.06744
12.906	62.13358	62.11807	62.10459	62.09358	62.08512	62.07891	62.07456	62.0716	62.06963	62.06836	62.06755
12.907	62.13365	62.11815	62.10467	62.09367	62.08521	62.07901	62.07466	62.0717	62.06974	62.06847	62.06765
12.908	62.13372	62.11823	62.10476	62.09377	62.08531	62.07911	62.07476	62.0718	62.06984	62.06857	62.06776
12.909	62.13379	62.11831	62.10484	62.09386	62.0854	62.07922	62.07486	62.07191	62.06995	62.06868	62.06786
12.91	62.13386	62.11839	62.10493	62.09395	62.0855	62.07932	62.07497	62.07201	62.07005	62.06878	62.06797
12.911	62.13393	62.11846	62.10501	62.09404	62.08559	62.07941	62.07507	62.07211	62.07016	62.06889	62.06808
12.912	62.134	62.11854	62.10509	62.09413	62.08569	62.07951	62.07517	62.07222	62.07026	62.06899	62.06818
12.913	62.13406	62.11862	62.10518	62.09422	62.08579	62.07961	62.07527	62.07232	62.07037	62.0691	62.06829
12.914	62.13413	62.11869	62.10527	62.09431	62.08588	62.07971	62.07537	62.07243	62.07047	62.0692	62.06839
12.915	62.1342	62.11877	62.10535	62.0944	62.08598	62.07981	62.07547	62.07253	62.07058	62.06931	62.0685
12.916	62.13427	62.11885	62.10543	62.09449	62.08607	62.07991	62.07558	62.07263	62.07068	62.06941	62.0686
12.917	62.13434	62.11893	62.10552	62.09459	62.08617	62.08001	62.07568	62.07273	62.07079	62.06952	62.06871
12.918	62.13441	62.119	62.10561	62.09468	62.08627	62.08011	62.07578	62.07284	62.07089	62.06962	62.06881
12.919	62.13448	62.11908	62.10569	62.09477	62.08636	62.0802	62.07588	62.07294	62.07099	62.06973	62.06892
12.92	62.13454	62.11916	62.10577	62.09486	62.08646	62.0803	62.07598	62.07304	62.07109	62.06983	62.06902
12.921	62.13461	62.11923	62.10586	62.09495	62.08655	62.0804	62.07608	62.07315	62.0712	62.06994	62.06913
12.922	62.13468	62.11931	62.10594	62.09504	62.08665	62.0805	62.07618	62.07325	62.0713	62.07004	62.06923
12.923	62.13475	62.11939	62.10603	62.09513	62.08674	62.0806	62.07629	62.07335	62.07141	62.07014	62.06934
12.924	62.13482	62.11946	62.10611	62.09522	62.08684	62.0807	62.07639	62.07346	62.07151	62.07025	62.06945
12.925	62.13488	62.11954	62.1062	62.09531	62.08693	62.0808	62.07649	62.07356	62.07162	62.07035	62.06955
12.926	62.13495	62.11962	62.10628	62.0954	62.08703	62.0809	62.07659	62.07366	62.07172	62.07046	62.06965
12.927	62.13502	62.11969	62.10637	62.09549	62.08712	62.08099	62.07669	62.07376	62.07182	62.07056	62.06976
12.928	62.13509	62.11977	62.10645	62.09558	62.08722	62.08109	62.07679	62.07386	62.07193	62.07067	62.06986
